Database,table,variable,modality_code,label
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__COUPTRONC,coupure gps0,Non9:Sans objet
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DEBOUCHE,1,Consommation propre
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DEBOUCHE,2,Vente
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DECLIRR,1,
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DECLIRR,12,
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DECLIRR,23,
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DECLIRR,34,
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DECLIRR,45,5
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DESTIN,1,Production de plants
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DESTIN,2,Consommation en frais
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DESTIN,3,Consommation industrie
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DESTIN,4,F?culerie
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DESTIN,8,Destination inconnue
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DESTINALIM,1,Alimentation animale
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DESTINALIM,2,Alimentation humaine
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DESTINALIM,3,Destination non alimentaire
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DORYPHORE,1,Forte2:Moyenne3:Faible
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__DORYPHORE,nulle,nulle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ENERGIE,1,Oui
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ENERGIE,0,Non
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ENERGIE,2,Valorisation inconnue
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPBOT,0,Jamais
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPBOT,1,Occasionnellement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPBOT,2,Syst?matiquement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPGAN,0,Jamais
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPGAN,1,Occasionnellement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPGAN,2,Syst?matiquement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPLUN,0,Jamais
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPLUN,1,Occasionnellement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPLUN,2,Syst?matiquement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPMASQ,0,Jamais
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPMASQ,1,Occasionnellement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPMASQ,2,Syst?matiquement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPVET,0,Jamais
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPVET,1,Occasionnellement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__EQPREPVET,2,Syst?matiquement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,01,gramin?es?: Avoine
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,02,gramin?es?: Orge
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,03,gramin?es?: Seigle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,04,gramin?es?: Triticale
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,05,gramin?es?: Ray-grass
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,06,gramin?es : Moha
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,07,gramin?es : Autres (pures)
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,08,gramin?es : M?lange
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,09,crucif?res  : Colza
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,10,crucif?res  : Navette
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,11,crucif?res?: Radis fourrager
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,12,crucif?res?: Moutarde
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,13,crucif?res?: Autres (pures)
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,14,crucif?res?: M?lange 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,15,l?gumineuses?: Tr?fle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,16,l?gumineuses?: Autres (pures)
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,17,l?gumineuses?: M?lange 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,18,Sarrasin 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,19,Phac?lie 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,20,Tournesol 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,21,Nyger
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,22,M?lange l?gumineuses gramin?es
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,23,M?lange l?gumineuses crucif?res
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,24,M?lange l?gumineuses phac?lie 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,25,M?lange gramin?es crucif?res
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,26,M?lange gramin?es phac?lie 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,27,M?lange crucif?res phac?lie 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,28,Autre M?lange avec l?gumineuse
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,29,Autre M?lange sans l?gumineuse
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDEROB,30,Autres
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,01,gramin?es?: Avoine
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,02,gramin?es?: Orge
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,03,gramin?es?: Seigle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,04,gramin?es?: Triticale
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,05,gramin?es?: Bl?
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,06,gramin?es : Sorgho
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,07,gramin?es : Autres (pures)
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,08,gramin?es : M?lange (m?teil)
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,09,crucif?res  : Colza
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,10,crucif?res?: Autres (pures)
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,11,crucif?res?: M?lange
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,12,l?gumineuses?: Pois
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,13,l?gumineuses?: Vesce
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,14,l?gumineuses?: Soja
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,15,l?gumineuses?: Tr?fle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,16,l?gumineuses?: Autres (pures)
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,17,l?gumineuses?: M?lange
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,18,Sarrasin
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,19,Phac?lie
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,20,Tournesol
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,21,M?lange l?gumineuses gramin?es
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,22,M?lange l?gumineuses crucif?res
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,23,M?lange l?gumineuses phac?lie
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,24,M?lange gramin?es crucif?res
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,25,M?lange gramin?es phac?lie
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,26,M?lange crucif?res phac?lie
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,27,Autre M?lange avec l?gumineuse
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,28,Autre M?lange sans l?gumineuse
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPDOUBLE,29,Autres
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,01,bl? tendre
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,02,bl? dur
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,03,orge
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,04,triticale
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,05,colza
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,06,tournesol
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,07,pois prot?agineux
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,08,ma?s fourrage
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,09,ma?s grain
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,10,betterave sucri?re
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,11,pomme de terre
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,12,prairie temporaire
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,13,prairie permanente
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,14,canne ? sucre
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,15,f?verole
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,16,soja
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,17,lin fibre
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,18,lin ol?agineux
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,19,m?lange de c?r?ales
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,20,m?lange avec prot?agineux
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPECE,21,m?lange fourrager
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,01,gramin?es?: Avoine
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,02,gramin?es?: Orge
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,03,gramin?es?: Seigle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,04,gramin?es?: Triticale
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,05,gramin?es?: Ray-grass
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,06,gramin?es : Moha
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,07,gramin?es : Autres (pures)
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,08,gramin?es : M?lange
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,09,crucif?res  : Colza
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,10,crucif?res  : Navette
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,11,crucif?res?: Radis fourrager
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,12,crucif?res?: Moutarde
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,13,crucif?res?: Autres (pures)
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,14,crucif?res?: M?lange 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,15,l?gumineuses?: Tr?fle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,16,l?gumineuses?: Autres (pures)
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,17,l?gumineuses?: M?lange 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,18,Sarrasin 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,19,Phac?lie 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,20,Tournesol 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,21,Nyger
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,22,M?lange l?gumineuses gramin?es
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,23,M?lange l?gumineuses crucif?res
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,24,M?lange l?gumineuses phac?lie 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,25,M?lange gramin?es crucif?res
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,26,M?lange gramin?es phac?lie 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,27,M?lange crucif?res phac?lie 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,28,Autre M?lange avec l?gumineuse
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,29,Autre M?lange sans l?gumineuse
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__ESPENGVERT,30,Autres
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMAPPO,1,Au sol - en plein
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMAPPO,2,Au sol - localis?
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMAPPO,3,En fertirrigation
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMAPPO,4,En apport foliaire
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMDEL,1,Imm?diat
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMDEL,2,Moins de 4 heures
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMDEL,3,De 4 ? moins de 12 heures
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMDEL,4,De 12 ? moins de 24 heures
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMDEL,5,De 24 ? moins de 48 heures
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMDEL,6,48 heures et plus
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMDEL,7,Pas d?enfouissement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,01,(N) solution azot?e02:(N+S) solution azot?e soufr?e03:(N) ammonitrate04:(N+S) ammonitrate enrichi en soufre05:(N) ur?e06:(N) ur?e + inhibiteur d'ur?ase07:(N) ammoniac08:(N) nitrate de soude09:(N) nitrate de chaux10:(N+S) sulfate d?ammoniaque11:(N+S) sulfate d?ammoniaque et ur?e12:(N+S) sulfonitrate13:(N) autre engrais azot?14:(P) phosphate naturel15:(P) scories thomas16:(P) superphosphate17:(P+S) phosphore et soufre18:(K) chlorure de potassium19:(K+S) sulfate de potassium20:(K) autre potassique21:(NP) Phosphate d?ammoniaque (MAP
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,DAP)22,(NP) Autre azote et phosphore23:(NP+S) Autre engrais azote
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,phosphore et soufre24,(NK) Azote et potassium25:(NK+S) Azote
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,potassium et soufre26,(PK) (super)phosphopotassique27:(PK) superpotassique28:(PK+S) potassium
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,phosphore et soufre29,(NPK) Azote
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,phosphore et potassium30,(NPK+S) Azote
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,phosphore,phosphore
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,potassium et soufre31,(S) soufre32:(NP
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,NK,NK
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,NPK) engrais organo-min?ral norm?/homologu?33,(NP
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,NK,NK
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,NPK +S) engrais organo-min?ral norm?/homologu? avec soufre34,(NP
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,NK,NK
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,NPK) engrais organique norm?/homologu?35,(NP
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,NK,NK
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMNAT,NPK +S) engrais organique norm?/homologu? avec soufre,NPK +S) engrais organique norm?/homologu? avec soufre
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMODEL,1,Imm?diat
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMODEL,2,Moins de 4 heures
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMODEL,3,De 4 ? moins de 12 heures
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMODEL,4,De 12 ? moins de 24 heures
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMODEL,5,De 24 ? moins de 48 heures
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMODEL,6,48 heures et plus
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMODEL,7,Pas d?enfouissement
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,01,Fumier bovins
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,02,Fumier canards
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,03,Fumier ovins
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,04,Fumier de porcs
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,05,Fumier volailles de chair
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,06,Fientes s?ches poules pondeuses
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,07,Fientes p?teuses poules pondeuses
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,08,Lisier bovins
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,09,Lisier lapins
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,10,Lisier ovins
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,11,Lisier porcs
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,12,Lisier poules pondeuses
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,13,Lisier veaux
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,14,Compost d?origine animale
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,15,Compost d?origine v?g?tale
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,16,Compost d?ordures m?nag?res
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,17,Boues de station d??puration urbaine
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,18,Eaux de sucrerie
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,19,Vinasse
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,20,Autres boues d?industries agro-alimentaires
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,21,Autres boues industrielles
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,22,?cume
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,23,Autres effluents
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,24,Digestat de m?thanisation agricole
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMONAT,25,Digestat de m?thanisation industrielle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOPROV,1,Exploitation
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOPROV,2,Ext?rieur
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOPROV,3,Mixte
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOTYP,1,Buse
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOTYP,2,Rampe
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOTYP,3,Rampe pendillard
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOTYP,4,Enfouisseur
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOTYP,5,Epandeur h?rissons horizontaux
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOTYP,6,Epandeur h?rissons verticaux
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOTYP,7,Epandeur avec table d'?pandage
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOTYP,8,Autres
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOUNI,1,t/ha
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMOUNI,2,m3/ha
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMUNI,1,Kg
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUMUNI,2,L
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUSARIO,1,Forte2:Moyenne3:Faible
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__FUSARIO,nulle,nulle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__GERANIUM,1,Forte2:Moyenne3:Faible
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__GERANIUM,nulle,nulle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__HAIENBCOTES,0,Aucun1:1
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__HAIENBCOTES,22,Plus de 2 mais pas enti?rement entour?e3:Parcelle entour?e de haies
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__HAIENBESS,1,Moins de 
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__HAIENBESS,52,5 et plus
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__HELMINTHO,1,Forte2:Moyenne3:Faible
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__HELMINTHO,nulle,nulle
PKGC_2017,PKGC2017_dicoVar_global,PKGC2017_dicoVar_global__INOCULATION,1,Oui sur graine
